uen,issuance_agency_id,entity_name,entity_type_description,business_constitution_description,company_type_description,paf_constitution_description,entity_status_description,registration_incorporation_date,uen_issue_date,address_type,block,street_name,level_no,unit_no,building_name,postal_code,other_address_line1,other_address_line2,account_due_date,annual_return_date,primary_ssic_code,primary_ssic_description,primary_user_described_activity,secondary_ssic_code,secondary_ssic_description,secondary_user_described_activity,no_of_officers,former_entity_name1,former_entity_name2,former_entity_name3,former_entity_name4,former_entity_name5,former_entity_name6,former_entity_name7,former_entity_name8,former_entity_name9,former_entity_name10,former_entity_name11,former_entity_name12,former_entity_name13,former_entity_name14,former_entity_name15,uen_of_audit_firm1,name_of_audit_firm1,uen_of_audit_firm2,name_of_audit_firm2,uen_of_audit_firm3,name_of_audit_firm3,uen_of_audit_firm4,name_of_audit_firm4,uen_of_audit_firm5,name_of_audit_firm5
201412974M,ACRA,QUANVEI INTERNATIONAL PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,2014-05-06,2014-05-06,LOCAL,1,RAFFLES PLACE,02,01,ONE RAFFLES PLACE,048616,na,na,2026-05-31,2025-05-23,64202,INVESTMENT HOLDING FOR MARITIME SERVICES,na,50021,INVESTMENT HOLDING FOR MARITIME SERVICES,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
201413032E,ACRA,QI DIAN ENGINEERING PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,2014-05-06,2014-05-06,LOCAL,2,YISHUN INDUSTRIAL STREET 1,04,09,NORTH POINT BIZHUB,768159,na,na,2023-07-31,2022-12-21,41001,20/02/2016,na,46639,20/02/2016,na,6,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
201413245Z,ACRA,QISRA FOOD HUT PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,2014-05-07,2014-05-07,LOCAL,400,ORCHARD ROAD,05,14,ORCHARD TOWERS,238875,na,na,2021-01-31,2022-07-27,56122,na,na,47219,na,na,4,QFH,QISRA FOOD HUT,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
201414068E,ACRA,QUOINE PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,2014-05-15,2014-05-15,LOCAL,1,GEORGE STREET,10,01,ONE GEORGE STREET,049145,na,na,2020-10-31,2021-12-30,66129,"TRADING OF VIRTUAL CURRENCY, INCLUDING CRYPTOCURRENCY",na,63909,"TRADING OF VIRTUAL CURRENCY, INCLUDING CRYPTOCURRENCY",na,28,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
201414207G,ACRA,QIAN PIN FINE FOODS PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,2014-05-16,2014-05-16,LOCAL,1,TURF CLUB AVENUE,na,na,SINGAPORE RACECOURSE,738078,na,na,2017-01-31,2015-12-09,46900,IMPORT & EXPORT,na,na,IMPORT & EXPORT,na,6,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
201414237E,ACRA,QIAO ZUI BA STUDIO PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,2014-05-17,2014-05-17,LOCAL,473,SEMBAWANG DRIVE,08,351,na,750473,na,na,2015-12-18,na,85408,PROVIDE SPEECH & DRAMA LEARNING PERFORMANCE AND ART PRACTICE ACTIVITIES.,na,na,PROVIDE SPEECH & DRAMA LEARNING PERFORMANCE AND ART PRACTICE ACTIVITIES.,na,4,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
201414344Z,ACRA,QSR INDOPIZZA PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Live Company,2014-05-19,2014-05-19,LOCAL,163,PENANG ROAD,06,02,WINSLAND HOUSE II,238463,na,na,2025-07-31,2024-04-18,70201,BUSINESS AND MANAGEMENT CONSULTANCY SERVICES,na,na,BUSINESS AND MANAGEMENT CONSULTANCY SERVICES,na,14,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
201414352K,ACRA,QSR INDOBURGER PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Struck Off,2014-05-19,2014-05-19,LOCAL,163,PENANG ROAD,06,02,WINSLAND HOUSE II,238463,na,na,2024-07-31,2023-05-08,70201,BUSINESS AND MANAGEMENT CONSULTANCY SERVICES,na,na,BUSINESS AND MANAGEMENT CONSULTANCY SERVICES,na,12,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
201414373G,ACRA,QRANIO ASIA PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Struck Off,2014-05-19,2014-05-19,LOCAL,14,ROBINSON ROAD,13,00,FAR EAST FINANCE BUILDING,048545,na,na,2015-12-20,na,62012,na,na,62090,na,na,4,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
201414983G,ACRA,QUEEN CONSULTING GROUP PRIVATE LIMITED,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,2014-05-25,2014-05-25,LOCAL,190,CLEMENCEAU AVENUE,06,01,SINGAPORE SHOPPING CENTRE,239924,na,na,2025-07-31,2024-07-31,70201,na,na,62090,na,na,8,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
201414987K,ACRA,QNP (SINGAPORE) INTERNATIONAL TRADE PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Struck Off,2014-05-25,2014-05-25,LOCAL,10,ANSON ROAD,13,15,INTERNATIONAL PLAZA,079903,na,na,2016-12-07,2015-08-06,46900,na,na,46541,na,na,6,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
201415384G,ACRA,QICHUAN TECHNOLOGIES PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,2014-05-28,2014-05-28,LOCAL,2,MISTRI ROAD,01,03,LUMIERE,079624,na,na,2015-12-29,na,46512,na,na,62011,na,na,5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
201415782D,ACRA,QUEEN DIAMOND PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,2014-06-01,2014-06-01,LOCAL,20,KRAMAT LANE,04,07,UNITED HOUSE,228773,na,na,2017-01-31,2015-12-24,56112,"CAFES, COFFEE HOUSES AND SNACK BARS",na,na,"CAFES, COFFEE HOUSES AND SNACK BARS",na,5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
201415836W,ACRA,QUANTUM RISK MANAGEMENT (S) PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,2014-06-02,2014-06-02,LOCAL,50,UBI AVENUE 3,01,13,FRONTIER,408866,na,na,2026-01-30,2025-03-05,66210,"MOTOR LOSS ASSESSING, RISK ASSESSING",na,na,"MOTOR LOSS ASSESSING, RISK ASSESSING",na,14,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
201416095D,ACRA,QTEN TECHNOLOGY INVESTMENTS PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,2014-06-03,2014-06-03,LOCAL,30,CECIL STREET,19,08,PRUDENTIAL TOWER,049712,na,na,2021-07-31,2020-11-05,64202,INVESTMENT INTO TECHNOLOGY START-UPS,na,na,INVESTMENT INTO TECHNOLOGY START-UPS,na,15,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
201416328K,ACRA,QUALIS PARTNERS PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,2014-06-05,2014-06-05,LOCAL,51,GOLDHILL PLAZA,07,10/11,na,308900,na,na,2025-12-31,2024-08-29,64202,na,na,70209,na,na,6,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
201417476D,ACRA,QUANTUM GLOBAL HOLDINGS PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,2014-06-16,2014-06-16,LOCAL,21,HOLLAND PARK,06,21,LIEN TOWERS,249476,na,na,2026-07-15,2025-02-18,70201,BUSINESS AND MANAGEMENT CONSULTANCY SERVICES,na,70205,BUSINESS AND MANAGEMENT CONSULTANCY SERVICES,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
201417570M,ACRA,QI XIANG TENG DA PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Struck Off,2014-06-17,2014-06-17,LOCAL,152,BEACH ROAD,14,03,GATEWAY EAST,189721,na,na,2017-09-09,2016-05-12,46900,na,na,na,na,na,4,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
201417614N,ACRA,QUANTUM MARINE SERVICES PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,2014-06-17,2014-06-17,LOCAL,30,CECIL STREET,19,08,PRUDENTIAL TOWER,049712,na,na,2025-12-31,2024-11-06,50021,na,na,50022,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
201417640H,ACRA,QUICKVIDEO PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,2014-06-18,2014-06-18,LOCAL,6A,LORONG MAMBONG,na,na,HOLLAND VILLAGE,277673,na,na,2016-01-18,na,47620,na,na,na,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
201418209N,ACRA,QUANAH EMPATHY FOUNDATION SINGAPORE LIMITED,Local Company,na,Public Company Limited by Guarantee,na,Struck Off,2014-06-23,2014-06-23,LOCAL,279,RIVER VALLEY ROAD,05,01,na,238320,na,na,2016-01-23,na,94991,na,na,na,na,na,5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
201418307G,ACRA,QP ENTERPRISE PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,2014-06-24,2014-06-24,LOCAL,11,CEYLON ROAD,na,na,na,429607,na,na,2016-01-24,na,74905,AGENT FOR STUDENTS AND TEACHERS FROM OVERSEAS,na,46900,AGENT FOR STUDENTS AND TEACHERS FROM OVERSEAS,na,2,QP EDUCATION ROUTE,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
201418710C,ACRA,QUARRYMEN SINGAPORE PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Struck Off,2014-06-27,2014-06-27,LOCAL,8,ROBINSON ROAD,14,00,8 ROBINSON,048544,na,na,2019-03-31,2018-03-09,46900,na,na,96022,na,na,7,ALLA BRAND,SYNCHRO FOODS,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
201418793R,ACRA,QUMU (SINGAPORE) PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Struck Off,2014-06-27,2014-06-27,LOCAL,7500A,BEACH ROAD,11,318/9,THE PLAZA,199591,na,na,2020-07-31,2020-10-28,46512,na,na,62021,na,na,10,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
201418801N,ACRA,QUEEN OF ICE PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,2014-06-27,2014-06-27,LOCAL,430,UPPER CHANGI ROAD,na,na,EAST VILLAGE,487048,na,na,2016-01-27,na,46305,na,na,46900,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
201418887C,ACRA,QUALSTAR CORPORATION SINGAPORE PRIVATE LIMITED,Local Company,na,Private Company Limited by Shares,na,Struck Off,2014-06-30,2014-06-30,LOCAL,10,COLLYER QUAY,10,01,OCEAN FINANCIAL CENTRE,049315,na,na,2022-07-31,2021-06-09,62011,"ULTRA SMALL HIGH EFFICIENCY POWER SUPPLIES, TAPE LIBRARIES, DATA STORAGE R & D",na,na,"ULTRA SMALL HIGH EFFICIENCY POWER SUPPLIES, TAPE LIBRARIES, DATA STORAGE R & D",na,8,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
201418901H,ACRA,QMG PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,2014-06-30,2014-06-30,LOCAL,12,JALAN LEMPENG,11,01,PARC CLEMATIS,128798,na,na,2016-01-31,na,47214,na,na,na,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
201418931G,ACRA,QUAD ALPHA TRADING PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Struck Off,2014-06-30,2014-06-30,LOCAL,12,TANNERY LANE,02,02,SANTAT BUILDING,347775,na,na,2019-01-31,2017-10-03,46900,IMPORT & EXPORT OF SPARE PARTS FOR TRUCKS & CONSTRUCTION MACHINES,na,46100,IMPORT & EXPORT OF SPARE PARTS FOR TRUCKS & CONSTRUCTION MACHINES,na,6,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
201419116R,ACRA,Q STAR SCIENCE & TECHNOLOGY PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,2014-07-01,2014-07-01,LOCAL,299,YISHUN STREET 20,11,37,na,760299,na,na,2016-02-01,na,46900,na,na,78104,na,na,2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
201419168C,ACRA,QUATTUOR ALLIANCE PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Live Company,2014-07-01,2014-07-01,LOCAL,7030,ANG MO KIO AVENUE 5,06,01,NORTHSTAR @ AMK,569880,na,na,2017-01-31,2016-02-11,46900,na,na,na,na,na,4,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
201419292H,ACRA,QNETT PRIVATE LIMITED,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,2014-07-02,2014-07-02,LOCAL,22,SIN MING LANE,06,76,MIDVIEW CITY,573969,na,na,2020-01-31,2019-01-30,62090,SUPPORT SYSTEM,na,na,SUPPORT SYSTEM,na,6,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
201419427D,ACRA,QUANTUM STRATEGY CONSULTING PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,2014-07-03,2014-07-03,LOCAL,20,PECK SEAH STREET,05,00,na,079312,na,na,2022-07-31,2021-07-23,70201,BUSINESS STRATEGY CONSULTING,na,na,BUSINESS STRATEGY CONSULTING,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
201419649Z,ACRA,QOOSALE PTE. LTD.,Local Company,na,Exempt Private Company Limited by Shares,na,Struck Off,2014-07-04,2014-07-04,LOCAL,90,PUNGGOL DRIVE,05,03,RIVERPARC RESIDENCE,828794,na,na,2017-01-31,2016-01-27,63204,na,na,62011,na,na,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
201420015C,ACRA,QUANTUM DISCOVERY PTE. LTD.,Local Company,na,Private Company Limited by Shares,na,Struck Off,2014-07-08,2014-07-08,LOCAL,80,RAFFLES PLACE,43,03,UOB PLAZA,048624,na,na,2016-02-08,na,73200,na,na,na,na,na,4,QUANTUM VENTURES,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
